"","Depthm","T_degC","Salnty","O2ml_L","Year"
"2167",30,16.247,33.5384,5.46,"2016"
"2168",33,16.255,33.5453,5.429,"2016"
"2169",43,16.248,33.5493,5.436,"2016"
"2170",49,16.221,33.543,5.425,"2016"
"2171",50,16.219,33.5395,5.439,"2016"
"2172",56,16.115,33.534,5.416,"2016"
"2173",62,15.588,33.5956,5,"2016"
"2174",0,16.336,33.6163,5.504,"2016"
"2175",2,16.336,33.6163,5.504,"2016"
"2176",10,16.346,33.6161,5.476,"2016"
"2177",20,16.351,33.6159,5.485,"2016"
"2178",21,16.349,33.6153,5.469,"2016"
"2179",30,16.357,33.6159,5.484,"2016"
"2180",31,16.358,33.6155,5.471,"2016"
"2181",41,16.353,33.6143,5.533,"2016"
"2182",50,16.305,33.6086,5.408,"2016"
"2183",61,15.424,33.5377,4.951,"2016"
"2184",71,13.919,33.4009,4.591,"2016"
"2185",75,14.174,33.6669,3.606,"2016"
"2186",86,13.46,33.601,3.6,"2016"
"2187",100,12.974,33.5884,3.602,"2016"
"2188",101,12.654,33.583,3.617,"2016"
"2189",119,12.364,33.7171,3.058,"2016"
"2190",125,11.592,33.6552,3.344,"2016"
"2191",138,11.665,33.8446,2.574,"2016"
"2192",150,11.388,33.8809,2.489,"2016"
"2193",169,11.033,34.0024,2.095,"2016"
"2194",200,10.52,34.1116,1.857,"2016"
"2195",201,10.487,34.1072,1.865,"2016"
"2196",230,10.087,34.1906,1.515,"2016"
"2197",250,9.934,34.2504,1.361,"2016"
"2198",270,9.516,34.2422,1.345,"2016"
"2199",300,9.097,34.2365,1.275,"2016"
"2200",320,8.89,34.2488,1.166,"2016"
"2201",381,8.081,34.2161,1.076,"2016"
"2202",400,7.882,34.2228,0.992,"2016"
"2203",446,7.347,34.2665,0.648,"2016"
"2204",500,6.796,34.2658,0.516,"2016"
"2205",522,6.617,34.2861,0.411,"2016"
"2206",0,16.186,33.5948,5.468,"2016"
"2207",2,16.186,33.5948,5.468,"2016"
"2208",10,16.194,33.5984,5.486,"2016"
"2209",19,16.189,33.5976,5.479,"2016"
"2210",20,16.191,33.5961,5.482,"2016"
"2211",30,16.191,33.5948,5.509,"2016"
"2212",40,16.175,33.594,5.476,"2016"
"2213",50,16.136,33.5858,5.455,"2016"
"2214",51,16.072,33.586,5.456,"2016"
"2215",60,15.341,33.4489,5.193,"2016"
"2216",71,13.11,33.225,4.943,"2016"
"2217",75,13.133,33.3132,4.667,"2016"
"2218",86,12.745,33.4916,3.96,"2016"
"2219",100,12.479,33.7274,3.023,"2016"
"2220",122,11.529,33.798,2.773,"2016"
"2221",125,11.358,33.8099,2.777,"2016"
"2222",141,11.091,33.9077,2.477,"2016"
"2223",150,11.089,33.9742,2.252,"2016"
"2224",174,10.523,34.1308,1.731,"2016"
"2225",199,10.24,34.2166,1.513,"2016"
"2226",200,10.25,34.2228,1.51,"2016"
"2227",227,10.026,34.2601,1.345,"2016"
"2228",250,9.877,34.3034,1.163,"2016"
"2229",267,9.668,34.2917,1.202,"2016"
"2230",300,9.409,34.3247,0.968,"2016"
"2231",322,8.816,34.2819,1.014,"2016"
"2232",379,7.991,34.2317,0.979,"2016"
"2233",400,7.82,34.2454,0.861,"2016"
"2234",439,7.475,34.2664,0.692,"2016"
"2235",500,6.773,34.2944,0.42,"2016"
"2236",513,6.691,34.2905,0.423,"2016"
"2237",0,16.57,33.6505,5.426,"2016"
"2238",2,16.57,33.6505,5.426,"2016"
"2239",10,16.575,33.6468,5.387,"2016"
"2240",20,16.585,33.6464,5.378,"2016"
"2241",30,16.592,33.6474,5.384,"2016"
"2242",40,16.594,33.6464,5.374,"2016"
"2243",50,16.591,33.6466,5.366,"2016"
"2244",60,16.352,33.6502,5.219,"2016"
"2245",70,15.011,33.5919,3.991,"2016"
"2246",75,14.702,33.5947,3.95,"2016"
"2247",85,12.97,33.3819,4.377,"2016"
"2248",100,13.144,33.6858,3.239,"2016"
"2249",120,11.912,33.7169,3.087,"2016"
"2250",125,11.499,33.7319,3.149,"2016"
"2251",140,10.351,33.6412,3.472,"2016"
"2252",150,10.199,33.7082,3.375,"2016"
"2253",170,10.528,34.0085,2.23,"2016"
"2254",200,10.041,34.1211,1.902,"2016"
"2255",201,9.987,34.1197,1.9,"2016"
"2256",230,9.577,34.1676,1.772,"2016"
"2257",250,9.619,34.2529,1.409,"2016"
"2258",269,9.566,34.3023,1.123,"2016"
"2259",300,8.601,34.2093,1.386,"2016"
"2260",319,8.286,34.2081,1.25,"2016"
"2261",380,7.504,34.2276,0.83,"2016"
"2262",400,7.402,34.2539,0.701,"2016"
"2263",440,7.146,34.2707,0.607,"2016"
"2264",500,6.588,34.2707,0.475,"2016"
"2265",525,6.441,34.3009,0.372,"2016"
"2266",0,16.775,33.6934,5.297,"2016"
"2267",2,16.775,33.6934,5.297,"2016"
"2268",9,16.772,33.6934,5.294,"2016"
"2269",8,16.772,33.693,NA,"2016"
"2270",10,16.771,33.6942,5.301,"2016"
"2271",19,16.786,33.6931,5.31,"2016"
"2272",20,16.786,33.6939,5.298,"2016"
"2273",30,16.785,33.6932,5.285,"2016"
"2274",32,16.783,33.6919,5.282,"2016"
"2275",41,16.792,33.6923,5.268,"2016"
"2276",50,16.785,33.6911,5.282,"2016"
"2277",61,16.775,33.6921,5.244,"2016"
"2278",69,16.664,33.6888,5.076,"2016"
"2279",75,16.275,33.69,4.571,"2016"
"2280",85,15.434,33.6712,3.636,"2016"
"2281",100,14.48,33.6701,3.47,"2016"
"2282",122,12.72,33.7497,2.972,"2016"
"2283",125,12.343,33.7777,2.91,"2016"
"2284",140,11.629,33.8074,2.781,"2016"
"2285",150,11.354,33.8507,2.672,"2016"
"2286",171,11.011,33.9293,2.433,"2016"
"2287",200,10.735,34.0671,1.964,"2016"
"2288",201,10.725,34.0644,2.001,"2016"
"2289",233,10.07,34.2188,1.459,"2016"
"2290",250,9.871,34.308,1.161,"2016"
"2291",271,9.654,34.3141,1.077,"2016"
"2292",300,9.194,34.3237,0.941,"2016"
"2293",320,8.534,34.2285,1.232,"2016"
"2294",382,7.336,34.1711,1.057,"2016"
"2295",400,7.197,34.177,0.969,"2016"
"2296",437,7.301,34.2691,0.635,"2016"
"2297",500,6.711,34.2996,0.396,"2016"
"2298",522,6.512,34.3079,0.334,"2016"
"2299",0,16.631,33.6719,5.474,"2016"
"2300",2,16.631,33.6719,5.474,"2016"
"2301",9,16.628,33.6646,5.471,"2016"
"2302",9,16.628,33.6646,NA,"2016"
"2303",10,16.628,33.6655,5.481,"2016"
"2304",13,16.633,33.665,5.495,"2016"
"2305",20,16.626,33.6656,5.48,"2016"
"2306",21,16.637,33.6648,5.475,"2016"
"2307",30,16.629,33.6656,5.471,"2016"
"2308",40,16.611,33.6652,5.463,"2016"
"2309",42,16.61,33.6633,5.46,"2016"
"2310",50,16.607,33.6623,5.461,"2016"
"2311",50,16.607,33.6732,NA,"2016"
"2312",52,16.603,33.6615,5.454,"2016"
"2313",60,16.486,33.6545,5.451,"2016"
"2314",70,15.838,33.5681,5.304,"2016"
"2315",75,14.933,33.4348,4.922,"2016"
"2316",85,13.975,33.5013,4.154,"2016"
"2317",100,12.914,33.5689,3.703,"2016"
"2318",120,12.271,33.8111,2.719,"2016"
"2319",125,12.127,33.8155,2.719,"2016"
"2320",141,11.477,33.9289,2.349,"2016"
"2321",150,11.223,33.9623,2.3,"2016"
"2322",169,10.838,34.0793,1.938,"2016"
"2323",200,10.467,34.1943,1.597,"2016"
"2324",231,9.928,34.1939,1.658,"2016"
"2325",250,8.998,34.1088,2.027,"2016"
"2326",270,8.774,34.115,1.936,"2016"
"2327",300,8.303,34.1932,1.348,"2016"
"2328",321,8.262,34.2149,1.161,"2016"
"2329",380,7.452,34.2202,0.857,"2016"
"2330",400,7.144,34.2233,0.758,"2016"
"2331",440,6.836,34.2314,0.638,"2016"
"2332",500,6.397,34.2752,0.432,"2016"
"2333",521,6.28,34.2813,0.392,"2016"
"2334",0,16.394,33.6214,5.471,"2016"
"2335",2,16.394,33.6214,5.471,"2016"
"2336",10,16.397,33.622,5.471,"2016"
"2337",20,16.363,33.616,5.458,"2016"
"2338",22,16.366,33.6232,5.465,"2016"
"2339",30,16.395,33.6201,5.498,"2016"
"2340",39,16.356,33.6107,5.454,"2016"
"2341",50,16.269,33.6091,5.445,"2016"
"2342",61,14.846,33.4995,4.843,"2016"
"2343",69,13.824,33.4411,4.304,"2016"
"2344",75,12.712,33.4879,3.871,"2016"
"2345",86,11.931,33.4405,4.085,"2016"
"2346",98,12.005,33.5905,3.549,"2016"
"2347",100,11.619,33.5728,3.618,"2016"
"2348",124,10.784,33.8747,2.564,"2016"
"2349",125,10.568,33.8002,2.67,"2016"
"2350",137,10.285,33.9001,2.668,"2016"
"2351",150,10.353,34.0462,2.182,"2016"
"2352",169,10.281,34.1283,1.854,"2016"
"2353",200,9.951,34.1723,1.727,"2016"
"2354",202,9.889,34.1735,1.701,"2016"
"2355",231,8.74,34.0583,2.137,"2016"
"2356",250,8.504,34.0664,2.08,"2016"
"2357",271,8.32,34.0791,1.972,"2016"
"2358",300,8.573,34.2295,1.297,"2016"
"2359",319,8.199,34.2212,1.145,"2016"
"2360",380,7.622,34.2639,0.693,"2016"
"2361",400,7.087,34.22,0.736,"2016"
"2362",440,6.789,34.2917,0.414,"2016"
"2363",500,6.514,34.3211,0.322,"2016"
"2364",518,6.503,34.3192,0.314,"2016"
"2365",0,15.671,33.4071,5.663,"2016"
"2366",2,15.671,33.4071,5.663,"2016"
"2367",10,15.676,33.4007,5.658,"2016"
"2368",9,15.676,33.4011,NA,"2016"
"2369",20,15.677,33.401,5.659,"2016"
"2370",30,15.66,33.3987,5.662,"2016"
"2371",31,15.659,33.4008,5.659,"2016"
"2372",40,15.65,33.3985,5.654,"2016"
"2373",50,15.554,33.3897,5.634,"2016"
"2374",61,15.574,33.4229,5.537,"2016"
"2375",70,14.488,33.3685,5.195,"2016"
"2376",75,13.583,33.3275,4.954,"2016"
"2377",84,12.457,33.3172,4.494,"2016"
"2378",100,11.369,33.4533,3.963,"2016"
"2379",121,10.598,33.6096,3.523,"2016"
"2380",125,10.141,33.6479,3.557,"2016"
"2381",140,10.166,33.807,2.966,"2016"
"2382",150,10.394,34.0014,2.396,"2016"
"2383",170,10.376,34.0918,1.958,"2016"
"2384",200,10.049,34.2107,1.569,"2016"
"2385",201,10.041,34.2076,1.572,"2016"
"2386",231,9.616,34.2757,1.254,"2016"
"2387",250,9.452,34.2999,1.105,"2016"
"2388",271,9.024,34.2808,1.084,"2016"
"2389",300,8.626,34.263,1.05,"2016"
"2390",324,8.194,34.2514,0.941,"2016"
"2391",381,7.419,34.2336,0.784,"2016"
"2392",400,7.127,34.2412,0.696,"2016"
"2393",444,6.535,34.2129,0.652,"2016"
"2394",500,6.183,34.2518,0.45,"2016"
"2395",516,6.086,34.2582,0.402,"2016"
"2396",0,15.695,33.3444,5.646,"2016"
"2397",2,15.695,33.3444,5.646,"2016"
"2398",10,15.697,33.3443,5.648,"2016"
"2399",20,15.699,33.3429,5.654,"2016"
"2400",30,15.695,33.3442,5.655,"2016"
"2401",31,15.695,33.3429,5.648,"2016"
"2402",40,15.697,33.3439,5.656,"2016"
"2403",49,15.701,33.3425,5.662,"2016"
"2404",50,15.705,33.3439,5.646,"2016"
"2405",62,15.669,33.3513,5.644,"2016"
"2406",72,15.549,33.3592,5.595,"2016"
"2407",75,15.525,33.3669,5.601,"2016"
"2408",86,15.115,33.4027,5.539,"2016"
"2409",100,11.647,33.1703,4.917,"2016"
"2410",101,11.623,33.1687,4.902,"2016"
"2411",121,10.469,33.3533,4.295,"2016"
"2412",125,10.337,33.4208,4.076,"2016"
"2413",143,9.795,33.5357,3.775,"2016"
"2414",150,9.696,33.6123,3.631,"2016"
"2415",170,9.319,33.7367,3.27,"2016"
"2416",200,8.93,33.9002,2.872,"2016"
"2417",202,8.95,33.9144,2.781,"2016"
"2418",235,8.672,33.9921,2.47,"2016"
"2419",250,8.465,34.029,2.262,"2016"
"2420",274,8.082,34.0763,1.892,"2016"
"2421",300,7.851,34.1169,1.573,"2016"
"2422",324,7.585,34.1394,1.292,"2016"
"2423",383,7.025,34.1774,0.878,"2016"
"2424",400,6.856,34.1912,0.784,"2016"
"2425",445,6.46,34.2178,0.596,"2016"
"2426",500,6.043,34.2677,0.406,"2016"
"2427",514,6.023,34.2741,0.381,"2016"
"2428",0,15.802,33.3548,5.664,"2016"
"2429",1,15.802,33.3548,5.664,"2016"
"2430",10,15.809,33.353,5.65,"2016"
"2431",20,15.727,33.3466,5.651,"2016"
"2432",30,15.659,33.3419,5.65,"2016"
"2433",41,15.642,33.3427,5.65,"2016"
"2434",50,15.639,33.3432,5.646,"2016"
"2435",52,15.639,33.3414,5.636,"2016"
"2436",60,15.632,33.3424,5.64,"2016"
"2437",71,15.458,33.3328,5.614,"2016"
"2438",75,15.331,33.3249,5.576,"2016"
"2439",86,12.856,33.1699,5.194,"2016"
"2440",98,11.763,33.1793,4.989,"2016"
"2441",100,11.659,33.1909,4.98,"2016"
"2442",120,10.486,33.2405,4.747,"2016"
"2443",125,10.156,33.3271,4.609,"2016"
"2444",140,9.552,33.4674,4.063,"2016"
"2445",150,9.449,33.5222,3.929,"2016"
"2446",170,9.118,33.7058,3.422,"2016"
"2447",200,8.756,33.8869,2.981,"2016"
"2448",202,8.745,33.886,2.975,"2016"
"2449",233,8.31,33.988,2.539,"2016"
"2450",250,8.153,34.0254,2.256,"2016"
"2451",271,7.939,34.0685,1.886,"2016"
"2452",300,7.593,34.1081,1.501,"2016"
"2453",319,7.482,34.1194,1.325,"2016"
"2454",382,6.988,34.1676,0.866,"2016"
"2455",400,6.848,34.1941,0.716,"2016"
"2456",440,6.575,34.23,0.541,"2016"
"2457",500,6.201,34.2637,0.403,"2016"
"2458",520,6.08,34.2682,0.352,"2016"
"2459",0,16.767,33.4159,5.544,"2016"
"2460",2,16.767,33.4159,5.544,"2016"
"2461",10,16.695,33.4158,5.55,"2016"
"2462",14,16.677,33.4133,5.537,"2016"
"2463",13,16.677,33.4127,NA,"2016"
"2464",20,16.671,33.4149,5.554,"2016"
"2465",25,16.669,33.4121,5.563,"2016"
"2466",30,16.666,33.4146,5.56,"2016"
"2467",35,16.665,33.4117,5.538,"2016"
"2468",44,16.648,33.4118,5.534,"2016"
"2469",50,16.615,33.4077,5.556,"2016"
"2470",53,16.585,33.4001,5.558,"2016"
"2471",60,16.49,33.3919,5.559,"2016"
"2472",75,16.185,33.3602,5.613,"2016"
"2473",78,16.107,33.3474,NA,"2016"
"2474",80,16.096,33.348,5.607,"2016"
"2475",97,15.708,33.3186,5.602,"2016"
"2476",100,15.264,33.2955,5.614,"2016"
"2477",114,14.231,33.2672,5.478,"2016"
"2478",119,13.643,33.2318,5.401,"2016"
"2479",125,13.136,33.1945,5.322,"2016"
"2480",140,11.826,33.1739,5.083,"2016"
"2481",150,10.902,33.2208,5.005,"2016"
"2482",170,9.884,33.3727,4.249,"2016"
"2483",200,9.195,33.6821,3.593,"2016"
"2484",228,8.735,33.8751,3.016,"2016"
"2485",250,8.45,33.9589,2.81,"2016"
"2486",270,8.123,33.9973,2.528,"2016"
"2487",300,7.657,34.0468,2.011,"2016"
"2488",319,7.422,34.0551,1.792,"2016"
"2489",380,6.807,34.1033,1.18,"2016"
"2490",400,6.697,34.1305,0.981,"2016"
"2491",440,6.314,34.1572,0.768,"2016"
"2492",500,5.977,34.2281,0.448,"2016"
"2493",516,5.889,34.2352,0.41,"2016"
"2494",0,16.188,33.3574,5.646,"2016"
"2495",2,16.188,33.3574,5.646,"2016"
"2496",9,16.196,33.356,5.62,"2016"
"2497",10,16.195,33.3592,5.639,"2016"
"2498",20,16.167,33.36,5.635,"2016"
"2499",23,16.154,33.3576,5.635,"2016"
"2500",30,15.93,33.337,5.661,"2016"
"2501",39,15.684,33.3162,5.694,"2016"
"2502",50,15.654,33.3213,5.69,"2016"
"2503",62,15.603,33.3211,5.691,"2016"
"2504",75,15.136,33.3399,5.664,"2016"
"2505",76,15.137,33.3348,5.675,"2016"
"2506",88,14.907,33.3239,5.644,"2016"
"2507",100,13.384,33.2051,5.392,"2016"
"2508",111,11.267,33.1694,5.125,"2016"
"2509",125,10.46,33.2346,4.897,"2016"
"2510",140,9.649,33.4134,4.282,"2016"
"2511",150,9.478,33.5421,4.03,"2016"
"2512",171,9.162,33.6679,3.574,"2016"
"2513",200,8.722,33.8396,3.229,"2016"
"2514",229,8.398,33.9684,2.63,"2016"
"2515",250,8.216,34.001,2.453,"2016"
"2516",270,7.892,34.0285,2.124,"2016"
"2517",300,7.556,34.0678,1.724,"2016"
"2518",319,7.336,34.0791,1.558,"2016"
"2519",381,6.689,34.1283,0.95,"2016"
"2520",400,6.57,34.1442,0.854,"2016"
"2521",442,6.217,34.181,0.61,"2016"
"2522",500,5.859,34.2306,0.439,"2016"
"2523",512,5.861,34.2471,0.366,"2016"
"2524",0,16.97,33.4301,5.532,"2016"
"2525",2,16.97,33.4301,5.532,"2016"
"2526",10,16.971,33.4377,5.537,"2016"
"2527",11,16.97,33.4447,5.519,"2016"
"2528",20,16.973,33.4375,5.527,"2016"
"2529",25,16.963,33.4364,5.529,"2016"
"2530",30,16.958,33.4363,5.527,"2016"
"2531",40,16.946,33.4378,5.517,"2016"
"2532",50,16.945,33.4376,5.519,"2016"
"2533",62,16.941,33.4374,5.515,"2016"
"2534",75,16.941,33.4324,5.517,"2016"
"2535",76,16.94,33.4372,5.506,"2016"
"2536",86,16.935,33.436,5.52,"2016"
"2537",100,16.517,33.374,5.542,"2016"
"2538",113,15.544,33.2905,5.501,"2016"
"2539",125,13.873,33.2491,5.335,"2016"
"2540",126,13.547,33.2522,5.363,"2016"
"2541",142,12.185,33.1819,5.133,"2016"
"2542",150,11.505,33.2214,5.068,"2016"
"2543",170,9.993,33.2875,4.589,"2016"
"2544",200,9.145,33.6842,3.716,"2016"
"2545",231,8.595,33.9169,3.015,"2016"
"2546",250,8.287,33.9645,2.947,"2016"
"2547",269,8.088,33.9917,2.782,"2016"
"2548",300,7.673,34.0147,2.347,"2016"
"2549",325,7.318,34.0273,1.993,"2016"
"2550",379,6.647,34.0747,1.299,"2016"
"2551",400,6.479,34.0934,1.125,"2016"
"2552",441,6.17,34.1277,0.84,"2016"
"2553",500,5.871,34.212,0.508,"2016"
"2554",519,5.755,34.2271,0.448,"2016"
"2555",0,16.655,33.3085,5.561,"2016"
"2556",2,16.655,33.3085,5.561,"2016"
"2557",10,16.656,33.3082,5.582,"2016"
"2558",11,16.657,33.3085,5.564,"2016"
"2559",20,16.658,33.3082,5.578,"2016"
"2560",25,16.669,33.3044,5.569,"2016"
"2561",30,16.681,33.3152,5.575,"2016"
"2562",41,16.659,33.3115,5.56,"2016"
"2563",50,16.667,33.3197,5.564,"2016"
"2564",51,16.667,33.3146,5.562,"2016"
"2565",62,16.747,33.3465,5.562,"2016"
"2566",75,16.752,33.3537,5.546,"2016"
"2567",87,16.738,33.3486,5.549,"2016"
"2568",100,16.757,33.3552,5.528,"2016"
"2569",111,15.179,33.3647,5.45,"2016"
"2570",125,13.311,33.1984,5.341,"2016"
"2571",140,11.641,33.2177,5.052,"2016"
"2572",150,11.094,33.2629,4.97,"2016"
"2573",171,10.082,33.3571,4.593,"2016"
"2574",200,9.442,33.6555,3.995,"2016"
"2575",202,9.366,33.643,4.01,"2016"
"2576",230,9.106,33.8699,3.409,"2016"
"2577",250,8.67,33.9495,3.219,"2016"
"2578",271,8.339,33.9617,3.012,"2016"
"2579",300,7.912,34.0061,2.48,"2016"
"2580",320,7.649,34.0124,2.211,"2016"
"2581",381,6.915,34.0535,1.575,"2016"
"2582",400,6.785,34.0811,1.388,"2016"
"2583",441,6.383,34.1118,1.013,"2016"
"2584",500,5.986,34.1855,0.644,"2016"
"2585",516,5.886,34.1976,0.561,"2016"
"2586",0,17.628,33.6056,5.463,"2016"
"2587",1,17.628,33.6056,5.463,"2016"
"2588",10,17.626,33.6345,5.459,"2016"
"2589",12,17.633,33.6445,5.44,"2016"
"2590",12,17.638,33.6374,NA,"2016"
"2591",20,17.641,33.6426,5.453,"2016"
"2592",24,17.618,33.6354,5.442,"2016"
"2593",30,17.592,33.6295,5.458,"2016"
"2594",32,17.587,33.6272,5.451,"2016"
"2595",44,17.586,33.627,5.44,"2016"
"2596",50,17.641,33.6453,5.44,"2016"
"2597",56,17.64,33.6446,5.435,"2016"
"2598",68,17.707,33.6669,5.425,"2016"
"2599",75,17.722,33.6706,5.43,"2016"
"2600",80,17.731,33.6718,5.438,"2016"
"2601",93,18.047,33.8027,5.36,"2016"
"2602",100,18.138,33.8208,5.356,"2016"
"2603",105,16.467,33.8659,5.326,"2016"
"2604",115,14.29,33.4159,5.05,"2016"
"2605",115,14.29,33.4262,NA,"2016"
"2606",125,13.219,33.4212,4.745,"2016"
"2607",141,11.897,33.3601,4.73,"2016"
"2608",150,11.149,33.3557,4.779,"2016"
"2609",166,10.174,33.3625,4.609,"2016"
"2610",194,9.325,33.6428,4.061,"2016"
"2611",200,9.153,33.7096,3.802,"2016"
"2612",229,8.757,33.8834,3.529,"2016"
"2613",250,8.516,33.9521,3.363,"2016"
"2614",269,8.168,33.9944,2.876,"2016"
"2615",300,7.682,34.029,2.434,"2016"
"2616",319,7.428,34.0399,2.117,"2016"
"2617",379,6.754,34.1043,1.242,"2016"
"2618",400,6.617,34.1286,1.09,"2016"
"2619",440,6.54,34.19,0.765,"2016"
"2620",500,6.237,34.2621,0.444,"2016"
"2621",514,6.07,34.2476,0.442,"2016"
"2622",0,16.046,32.4654,5.863,"2016"
"2623",2,16.046,32.4654,5.863,"2016"
"2624",5,16.074,33.3269,5.54,"2016"
"2625",10,16.103,33.4427,5.493,"2016"
"2626",18,16.132,33.4706,5.497,"2016"
"2627",0,14.342,32.422,6.27,"2016"
"2628",2,14.342,32.422,6.27,"2016"
"2629",10,12.55,32.6251,6.556,"2016"
"2630",20,10.7,33.1825,4.54,"2016"
"2631",30,10.497,33.4687,6.595,"2016"
"2632",50,9.204,33.6986,3.235,"2016"
"2633",70,8.965,33.7666,2.473,"2016"
"2634",75,8.866,33.7817,2.459,"2016"
"2635",80,8.817,33.7912,2.474,"2016"
"2636",0,14.917,32.3625,6.019,"2016"
"2637",2,14.917,32.3625,6.019,"2016"
"2638",10,15.096,32.3639,6.088,"2016"
"2639",20,13.389,32.308,6.24,"2016"
"2640",26,13.262,32.3009,6.241,"2016"
"2641",30,13.25,32.3069,6.22,"2016"
"2642",50,12.835,32.425,6.254,"2016"
"2643",62,12.753,32.6406,5.976,"2016"
"2644",75,12.098,32.8982,5.478,"2016"
"2645",87,10.977,33.1857,4.841,"2016"
"2646",100,10.381,33.2902,4.43,"2016"
"2647",102,10.221,33.2996,4.347,"2016"
"2648",125,8.972,33.4993,4.015,"2016"
"2649",126,8.932,33.5091,4.014,"2016"
"2650",141,8.834,33.657,3.481,"2016"
"2651",150,8.727,33.7374,3.392,"2016"
"2652",200,8.299,33.9621,2.845,"2016"
"2653",202,8.291,33.9644,2.659,"2016"
"2654",250,7.675,34.0233,2.152,"2016"
"2655",271,7.532,34.0337,1.972,"2016"
"2656",300,7.281,34.0578,1.693,"2016"
"2657",381,6.512,34.1177,0.969,"2016"
"2658",400,6.343,34.1234,0.915,"2016"
"2659",500,5.574,34.1539,0.604,"2016"
"2660",515,5.558,34.1658,0.506,"2016"
"2661",0,14.887,32.716,5.971,"2016"
"2662",2,14.887,32.716,5.971,"2016"
"2663",10,14.876,32.7169,5.949,"2016"
"2664",11,14.864,32.7168,5.987,"2016"
"2665",20,13.981,32.7296,6.096,"2016"
"2666",25,13.908,32.7316,6.07,"2016"
"2667",30,13.843,32.7318,6.064,"2016"
"2668",50,13.682,32.7399,6.054,"2016"
"2669",62,13.207,32.7125,6.08,"2016"
"2670",75,13.088,32.7176,5.983,"2016"
"2671",87,13.518,32.9483,5.761,"2016"
"2672",99,12.806,33.0954,5.352,"2016"
"2673",100,12.598,33.0988,5.367,"2016"
"2674",125,10.782,33.2703,4.234,"2016"
"2675",140,10.139,33.406,3.913,"2016"
"2676",150,9.571,33.5344,3.848,"2016"
"2677",200,8.736,33.808,2.998,"2016"
"2678",201,8.728,33.8087,3.001,"2016"
"2679",250,8.417,33.9918,2.332,"2016"
"2680",270,8.218,34.0169,2.197,"2016"
"2681",300,7.822,34.043,1.971,"2016"
"2682",380,6.579,34.0243,1.652,"2016"
"2683",400,6.36,34.0298,1.522,"2016"
"2684",500,5.94,34.1622,0.588,"2016"
"2685",515,5.789,34.1524,0.638,"2016"
"2686",0,14.693,32.7366,5.999,"2016"
"2687",3,14.693,32.7366,5.999,"2016"
"2688",9,14.68,32.73,5.99,"2016"
"2689",10,14.694,32.7308,5.998,"2016"
"2690",20,14.59,32.8008,6.011,"2016"
"2691",25,14.502,32.8561,6.048,"2016"
"2692",30,14.335,32.8231,6.061,"2016"
"2693",50,13.305,32.8612,6.151,"2016"
"2694",59,12.859,32.8155,6.055,"2016"
"2695",75,12.15,33.0142,5.287,"2016"
"2696",88,11.857,33.2297,4.737,"2016"
"2697",100,11.155,33.2096,4.697,"2016"
"2698",125,10.079,33.451,3.766,"2016"
"2699",126,10.016,33.4775,3.736,"2016"
"2700",143,9.435,33.5973,3.433,"2016"
"2701",150,9.324,33.6533,3.326,"2016"
"2702",196,8.581,33.8755,3.252,"2016"
"2703",200,8.498,33.8828,3.367,"2016"
"2704",250,8.049,34.0088,2.369,"2016"
"2705",271,7.814,34.0329,2.022,"2016"
"2706",300,7.435,34.0478,1.819,"2016"
"2707",382,6.53,34.0958,1.07,"2016"
"2708",400,6.414,34.106,0.935,"2016"
"2709",500,5.729,34.1592,0.576,"2016"
"2710",516,5.644,34.173,0.505,"2016"
"2711",0,13.58,33.0351,7.323,"2016"
"2712",2,13.58,33.0351,7.323,"2016"
"2713",10,12.617,33.0364,7.568,"2016"
"2714",20,11.473,33.1304,5.791,"2016"
"2715",30,10.418,33.4929,4.355,"2016"
"2716",50,9.707,33.6725,2.837,"2016"
"2717",70,9.247,33.8246,2.069,"2016"
"2718",75,9.248,33.8247,2.051,"2016"
"2719",81,9.248,33.8244,2.068,"2016"
"2720",84,9.247,33.8261,2.063,"2016"
"2721",0,13.328,33.033,7.112,"2016"
"2722",2,13.328,33.033,7.112,"2016"
"2723",10,12.318,33.1398,7.221,"2016"
"2724",20,11.56,33.1701,6.393,"2016"
"2725",30,11.133,33.2184,6.087,"2016"
"2726",50,9.912,33.417,3.901,"2016"
"2727",70,8.997,33.6283,3.543,"2016"
"2728",75,8.932,33.6695,3.372,"2016"
"2729",100,9,33.8628,2.512,"2016"
"2730",120,8.889,33.9114,2.191,"2016"
"2731",125,8.862,33.9177,2.175,"2016"
"2732",140,8.68,33.9516,2.262,"2016"
"2733",150,8.582,33.9539,2.294,"2016"
"2734",200,8.325,34.011,2.039,"2016"
"2735",250,8.12,34.0585,1.717,"2016"
"2736",270,8.01,34.0718,1.66,"2016"
"2737",0,13.544,33.0132,6.903,"2016"
"2738",2,13.544,33.0132,6.903,"2016"
"2739",10,12.631,33.0493,6.687,"2016"
"2740",20,11.813,33.1544,6.49,"2016"
"2741",30,10.485,33.3741,5.066,"2016"
"2742",50,9.501,33.5308,4.035,"2016"
"2743",71,9.152,33.7252,3.165,"2016"
"2744",75,9.081,33.7472,3.012,"2016"
"2745",100,8.672,33.8891,2.551,"2016"
"2746",101,8.652,33.8901,2.583,"2016"
"2747",121,8.177,33.991,2.268,"2016"
"2748",125,8.091,34.0037,2.036,"2016"
"2749",140,7.876,34.0081,2.192,"2016"
"2750",150,8.046,34.0654,1.799,"2016"
"2751",200,7.519,34.0549,1.784,"2016"
